titulo,Cidade,salario,descricao
Analista / Desenvolvedor PHP FullStack,Porto Alegre,,"Entender as demandas, propondo soluções e cronogramas. Estamos em busca de Desenvolvedores que tenham uma visão ampla do negócio e do sistema e que sejam ligados em tecnologia para busca de novas ferramentas e soluções. Para isso, temos um nível de exigência alto, com qualidade, e buscamos um fullstack que tenha facilidade de atuar tanto em backend como no Front end e, principalmente, que tenha facilidade de aprendizado"
Analista Desenvolvedor Java,São Paulo,,Desenvolvimento de aplicações e sistemas. Levantamento de requisitos de negócio. Modelagem de soluções tecnológicas para banco de dados e sistemas. Criação de estrutura de banco de dados. Aplicação de testes unitários para garantir a confiabilidade e integridade da aplicação. Auxílio no desempenho das soluções.
Analista Desenvolvedor Sênior Java,São Paulo,,"Realiza as fases de elaboração de requisitos e da programação de sistemas, desenvolve, testa e implementa."
Analista desenvolvedor VB6 / VB.Net / SQL Server,São Paulo,,"Você fará parte de um time de desenvolvedores extremamente qualificado fortemente orientado a resultados. Você será parte vital no desenvolvimento e manutenção de nossos softwares. Somos especialistas em softwares voltados ao mercado de envio de encomendas Correios e transportadoras. Estamos ajudando a impulsionar a transformação no setor de seguros no Brasil. Estamos presentes em São Paulo e Rio de Janeiro, duas das principais capitais do país. Estamos crescendo e precisamos de pessoas que amem tecnologia e que sejam fascinadas por aprender! Responsabilidades: Fará parte da equipe de suporte a aplicações legado, realizando atendimento de incidente com SLA, análise de processos / funcionamento de aplicações. Pequenos / Médios desenvolvimentos. Requirements And Skills: Para fazer parte da equipe você precisa ter atuado em projetos ou conhecer muito bem as seguintes ferramentas e práticas de desenvolvimento ERP: SQL Server e Visual Basic 6. Você Se Destaca Caso Conheça: ASP."
Analista Desenvolvedor Angular Sênior,São Bernardo do Campo,,"Detalhar requisitos de sistema, especifica solução de sistemas, realizar estimativa de desenvolvimento, especifica casos de uso, especificar parametrizações. Apoiar e desenvolver programas e testes de nível médio a complexo. Avaliar releases, analisar, registrar e avaliar defeitos, verificar aplicação em produção. Desenvolvimento de aplicações Front-End utilizando Angular JS ou Angular 2. Conhecimento nos frameworks da Sencha desejável."
Analista Desenvolvedor Full Stack,Goiania,,"Desenvolver sistemas web (front-end e back-end) usando as linguagens frameworks C#,"
Analista Desenvolvedor .Net Pleno,Campinas,,"Irá realizar implementação / manutenção de software, customizações, manter evolução de tecnologias das soluções atuais, experiência com trabalho em metodologias ágeis e POO ? boas práticas de desenvolvimento. Necessário conhecimentos em: ASP NET MVC, WEB API, Linguagem de programação C#, SQL Server, Banco de dados não relacional."
Analista Desenvolvedor Front-end,Belo Horizonte,,Criar e desenvolver conceitos inovadores de interação. Criar wireframes e layouts para organizar conceitos e ideias. Projetar e especificar as interações entre os usuários e a solução/
Técnico Desenvolvedor NODEJS,São Paulo,,"Desenvolvimento de software, documentação Técnica de soluções, alinhamento de solução técnica junto ao time de arquitetura e tradução dos requisitos de negócio em solução técnica."
Programador PHP,Belo Horizonte,,"Elaboração de programas de computador na linguagem PHP, programação e testes."
Programador PHP,São Paulo,,Irá atuar como programador PHP.
Programador PHP,Curitiba,,Participação em projeto estratégico da empresa desenvolvendo novas funcionalidades do Sistema após finalização do projeto e Manutenção nas funcionalidades existentes.
Analista Programador PHP,Rio de Janeiro,,"Atuar em projeto de PHP alocado em empresa em Botafogo, realizar teste e programação."
Analista Desenvolvedor .NET C#,Canoas,,Realizar análise de sistemas para projetos. Realizar programação nas linguagens C# e JavaScript. Realizar programação em banco de dados e em scripts de SQL. Desenvolvimento de Produto. Implantação de projetos e sistemas em clientes. Teste e Deploy de sistemas. Fornecer soluções técnicas para os projetos de sistemas.
Analista Desenvolvedor .NET,São Paulo,,"Atuará no desenvolvimento, testes e implementação com programação de sistemas na linguagem ."
Analista Desenvolvedor Java Pleno,São Paulo,,Desenvolvimento e implementação de funcionalidades para site e App.
Programador PHP JR,Belo Horizonte,,"No dia-a-dia você irá atuar com o desenvolvimento do Produto, manutenção para atender aos clientes e o mercado, manutenção e criação de funcionalidades."
Analista Desenvolvedor Front End Sr,São Caetano do Sul,,"Atuará no programa interfaces de Web e ferramentas de edição de imagem, executa a manutenção dos sistemas, fazendo eventuais correções necessárias, desenvolve trabalhos de montagem, depuração e testes de programas, executando serviços de manutenção nos programas já desenvolvidos."
Analista Desenvolvedor Progress Senior,São Paulo,,"Irá atuar com Progress, 4GL, Javascript, Webspeed e WebServices"
Analista Desenvolvedor Java WEB Sênior,São Paulo,,"o Desenvolvedor Full Stack (é um perfil de desenvolvedor que consegue trabalhar não somente com programação mas também compreender de forma razoável uma porção de outras tecnologias envolvidas em um sistema: banco de dados, infra-estrutura, sistema operacional, servidor web, redes, CSS/"
Analista desenvolvedor Node.Js + PHP fullstack Sênior,Barueri,,"Irá desenvolver soluções com foco em qualidade, disponibilidade seguindo práticas Ágeis e melhores padrões de Arquitetura, participar de refinamentos técnicos analisando critérios de aceitação de estórias criticando tecnicamente o impacto ao design e arquitetura do produto, desenvolver aplicações sob ótica do TDD garantindo a qualidade de suas entregas."
Analista Desenvolvedor Full Stack,Belo Horizonte,,"Experiência em C#, ."
Analista Desenvolvedor Mobile,Belo Horizonte,,"A Mereo, entendendo as principais dificuldades das organizações na conversão da sua estratégia em resultados, apresenta ao mercado a Consultoria em gerenciamento de rotina, além da sua Plataforma de integrada de gestão, uma abordagem única que tem como principal característica a fusão de tecnologia com o conhecimento gerencial."
Analista Desenvolvedor Front End Pl,São Caetano do Sul,,Integrações entre sistemas via API (REST e WEBSERVICE);
Analista Desenvolvedor Java Sênior - Full Stack,São Paulo,,"Analisar, avaliar a viabilidade e desenvolver sistemas de informações computacionais baseados em hardware e software, utilizando metodologias e procedimentos adequados para sua implantação, visando racionalizar e/"
Analista Desenvolvedor Back-end,Goiania,,"Desenvolver regras de negócios, segurança, banco de dados, APIs, e integração de webservices para sites e aplicativos utilizando a linguagem de desenvolvimento C#. Desenvolver sites WEB e APIs, com autenticação Facebook, Twitter, Google e outros, Apps Android e/"
Analista Programador PHP,São Paulo,,"Desenvolver sistemas internos, externos e Apis em PHP usando frameworks, principalmente Laravel. Criar rotinas para manutenção do sistema bem como relatórios e avisos automáticos. Integrações com Apiss externas. Rotinas financeiras (cartão de crédito, CNAB e emissão de nota fiscal). Suporte ao usuário interno e atendimento a chamados relacionados aos sistemas."
Analista Desenvolvedor .Net Sênior (Backend),Belo Horizonte,,"A SINQIA é focada em criar e implantar soluçõesinteligentes, utilizando conhecimento e experiência de negócio financeiro paraatingir resultados que gere valor a todos. Nosso time é formado porprofissionais colaborativos que atuam de forma conjunta para o crescimento daSINQIA. Estamos sempre em expansão e, em 20 anos dehistória, já realizamos 12 aquisições."
Analista / Desenvolvedor Full Stack,Rio de Janeiro,,Implementação de melhorias e experimentos no site visando o crescimento e o aumento da taxa de conversão (Growth Hacking) / Implementação de projetos e novas funcionalidades visando melhoras a experiência dos usuário.
Analista Desenvolvedor Java Pleno,São Paulo,,Atuar em sistema Web com foco Server Side. Conhecimento em Client Side. Desenvolvedor Java para atuar em uma plataforma PaaS. Desenvolvimento com foco em negócios.
Programador / Desenvolvedor Web C# JAVA,São Paulo,,"Vaga para programador desenvolvedor com conhecimento suficiente para consumo de web service avançado e disponibilização dos dados em SQL, JSON, etc. Habilidades em programação (C#, java,"
Analista de Sistemas Pleno - Desenvolvedor,São Paulo,,"Principais atividades: Análise, desenvolvimento e execução de atividades relacionadas a construção e manutenção de sistemas em Java, com base nas demandas geradas pelas áreas internas e externas, sempre com o objetivo de atingir as metas da companhia. Cuidar dos projetos e workflows dos parceiros de negócios."
Analista Desenvolvedor Pleno,São Paulo,,"A EvoSystems é uma empresa de inovação, que atua com as tecnologias e linguagens mais atuais do mercado. Com sistemas premiados por empresas multinacionais e nacionais de grande porte, produtos sob demanda e de prateleira, nosso objetivo é entregar além do que o cliente precisa, sempre pautados em estudos e a busca pelo melhor."
Analista Desenvolvedor Senior C#,Maringa,,"Se você é daqueles que têm capacidade de análise apurada e desenvolve soluções matadoras, se liga nessa oportunidade."
Analista Desenvolvedor Senior,São Paulo,,"Estamos com uma vaga para Analista Desenvolvedor SR. Nesta colocação, você vai codificar projetos de diversas complexidades, compreender e criticar solução técnica apresentada, realizar inspeções ou revisões de artefatos relacionados à sua área de atuação. Venha crescer usando seu conhecimento contribuindo com novas soluções e convivendo com a Cultura Lean na prática. Um ambiente descontraído, sem dress code, que estimula o coletivo e otimiza processos."
Analista de Sistemas Desenvolvedor SR.,São Paulo,,"A SINQIA é focada em criar e implantar soluçõesinteligentes, utilizando conhecimento e experiência de negócio financeiro paraatingir resultados que gere valor a todos. Nosso time é formado porprofissionais colaborativos que atuam de forma conjunta para o crescimento daSINQIA. Estamos sempre em expansão e, em 20 anos dehistória, já realizamos 12 aquisições."
Analista Desenvolvedor Fullstack,São Paulo,,Oportunidade para Analista Desenvolvedor Fullstack. Necessário: Conhecimento em ASP.
Analista Desenvolvedor C # Android,São Paulo,,"Estamos com uma vaga para Analista Desenvolvedor C#. Nesta colocação, você vai codificar projetos de diversas complexidades, compreender e criticar solução técnica apresentada, realizar inspeções ou revisões de artefatos relacionados à sua área de atuação. Venha crescer usando seu conhecimento contribuindo com novas soluções e convivendo com a Cultura Lean na prática. Um ambiente descontraído, sem dress code, que estimula o coletivo e otimiza processos."
